,added_date,estimated_duration,start_date,end_date,real_duration,returns,software,dev,squad,client,status
254,2017-01-13,15,2017-03-08,2017-03-16,7,0,B,Carolina,Kappa,Mendes,Concluído
255,2017-01-13,8,2017-03-31,2017-04-06,5,1,E,Mirella,Kappa,Silveira Mendes S.A.,Concluído
256,2017-01-13,9,2017-03-24,2017-03-31,6,2,A,Valentina,Kappa,Gonçalves Pinto - ME,Concluído
257,2017-01-13,17,2017-03-08,2017-03-24,13,1,G,Lara,Epsilon,Caldeira,Concluído
258,2017-01-16,2,2017-04-13,2017-04-14,2,0,E,Carolina,Kappa,Ramos,Concluído
259,2017-01-16,8,2017-02-24,2017-03-09,10,3,D,Helena,Epsilon,Barbosa e Filhos,Concluído
260,2017-01-17,4,2017-02-14,2017-02-17,4,0,C,Mirella,Theta,Ferreira,Concluído
261,2017-01-17,11,2017-01-24,2017-02-08,12,0,D,Valentina,Theta,Duarte Ltda.,Concluído
262,2017-01-17,1,2017-03-17,2017-03-17,1,0,C,Agatha,Chi,Melo,Concluído
263,2017-01-18,15,2017-02-17,2017-03-07,13,0,D,Lara,Kappa,Santos,Concluído
264,2017-01-18,6,2017-02-03,2017-02-07,3,0,E,Ana Clara,Theta,Pinto,Concluído
265,2017-01-18,7,2017-01-27,2017-02-03,6,1,G,Valentina,Kappa,Azevedo Caldeira - ME,Concluído
266,2017-01-18,4,2017-03-03,2017-03-10,6,0,D,Helena,Epsilon,Fogaça Cardoso e Filhos,Concluído
267,2017-01-19,5,2017-01-20,2017-01-26,5,1,E,Helena,Epsilon,Almeida da Conceição - EI,Concluído
268,2017-01-19,10,2017-03-10,2017-03-15,4,0,A,Mirella,Kappa,Dias da Luz S.A.,Concluído
269,2017-01-19,14,2017-03-24,2017-04-07,11,0,C,Mirella,Chi,Cunha S/A,Concluído
270,2017-01-19,1,2017-02-24,2017-02-24,1,0,A,Lara,Epsilon,da Conceição,Concluído
271,2017-01-19,17,2017-04-07,2017-04-21,11,2,A,Valentina,Theta,Azevedo S/A,Concluído
272,2017-01-20,7,2017-03-16,2017-03-24,7,3,D,Carolina,Theta,Santos Nunes S/A,Concluído
273,2017-01-20,10,2017-03-13,2017-03-17,5,1,B,Mirella,Kappa,da Costa,Concluído
274,2017-01-20,7,2017-01-27,2017-02-03,6,0,C,Helena,Epsilon,Mendes Pereira S.A.,Concluído
275,2017-01-20,8,2017-03-24,2017-04-05,9,3,E,Carolina,Theta,Melo,Concluído
276,2017-01-20,2,2017-04-20,2017-04-21,2,0,G,Maria Eduarda,Zeta,Peixoto Martins S/A,Concluído
277,2017-01-20,7,2017-03-01,2017-03-03,3,1,F,Agatha,Kappa,Silva e Filhos,Concluído
278,2017-01-20,5,2017-02-24,2017-03-02,5,2,C,Valentina,Epsilon,Oliveira,Concluído
279,2017-01-20,18,2017-03-27,2017-04-21,20,1,G,Maria Eduarda,Kappa,da Conceição - EI,Concluído
280,2017-01-20,4,2017-04-18,2017-04-20,3,0,D,Maria Eduarda,Theta,Nogueira,Concluído
281,2017-01-20,13,2017-03-13,2017-03-22,8,0,G,Lara,Kappa,Campos S.A.,Concluído
282,2017-01-23,1,2017-02-22,2017-02-22,1,2,F,Agatha,Kappa,Almeida Carvalho S.A.,Concluído
283,2017-01-23,11,2017-03-03,2017-03-16,10,0,E,Agatha,Epsilon,Ribeiro,Concluído
284,2017-01-23,11,2017-02-03,2017-02-14,8,0,A,Mirella,Theta,Ramos,Concluído
285,2017-01-23,16,2017-03-02,2017-03-15,10,0,E,Brenda,Theta,Peixoto,Concluído
286,2017-01-23,7,2017-03-15,2017-03-17,3,3,E,Maria Eduarda,Epsilon,Peixoto,Concluído
287,2017-01-24,9,2017-04-21,2017-05-05,11,0,A,Ana Clara,Theta,Duarte Ltda.,Concluído
288,2017-01-24,4,2017-03-29,2017-03-31,3,0,C,Maria Eduarda,Theta,Carvalho Oliveira - ME,Concluído
289,2017-01-24,7,2017-04-07,2017-04-14,6,0,G,Agatha,Theta,Campos Rezende - ME,Concluído
290,2017-01-24,11,2017-02-09,2017-02-15,5,0,C,Ana Clara,Epsilon,Santos Rodrigues S.A.,Concluído
291,2017-01-25,3,2017-03-03,2017-03-08,4,0,G,Helena,Kappa,Nunes,Concluído
292,2017-01-25,1,2017-04-21,2017-04-21,1,0,C,Lara,Theta,Silveira Mendes S.A.,Concluído
293,2017-01-25,11,2017-03-03,2017-03-10,6,1,A,Agatha,Kappa,Rodrigues,Concluído
294,2017-01-25,12,2017-02-02,2017-02-13,8,2,B,Maria Eduarda,Kappa,Campos S.A.,Concluído
295,2017-01-25,20,2017-03-14,2017-04-05,17,0,B,Mirella,Kappa,Peixoto,Concluído
296,2017-01-25,1,2017-04-07,2017-04-07,1,0,F,Maria Eduarda,Kappa,Cavalcanti,Concluído
297,2017-01-25,16,2017-02-27,2017-03-09,9,0,B,Brenda,Epsilon,Barros,Concluído
298,2017-01-26,18,2017-03-09,2017-03-30,16,0,B,Carolina,Kappa,da Cunha,Concluído
299,2017-01-26,15,2017-03-08,2017-03-17,8,2,D,Helena,Epsilon,Lopes,Concluído
300,2017-01-26,1,2017-04-24,2017-04-24,1,0,B,Helena,Epsilon,Santos Nunes S/A,Concluído
301,2017-01-26,17,2017-04-14,2017-04-28,11,0,C,Lara,Epsilon,Cardoso,Concluído
302,2017-01-26,5,2017-04-06,2017-04-12,5,0,E,Ana Clara,Chi,Santos Nunes S/A,Concluído
303,2017-01-27,15,2017-02-10,2017-03-01,14,0,D,Maria Eduarda,Kappa,Rodrigues,Concluído
304,2017-01-27,6,2017-03-22,2017-03-28,5,1,B,Emanuelly,Epsilon,Ferreira,Concluído
305,2017-01-27,15,2017-04-14,2017-04-27,10,0,D,Mirella,Theta,Souza Ribeiro Ltda.,Concluído
306,2017-01-27,16,2017-04-04,2017-04-27,18,2,B,Ana Clara,Kappa,Rocha Porto e Filhos,Concluído
307,2017-01-27,19,2017-02-10,2017-02-24,11,3,B,Helena,Epsilon,Duarte,Concluído
308,2017-01-27,8,2017-04-26,2017-05-04,7,0,D,Carolina,Theta,Rezende,Concluído
309,2017-01-27,10,2017-04-19,2017-04-28,8,2,E,Helena,Kappa,Azevedo,Concluído
310,2017-01-27,5,2017-04-03,2017-04-07,5,0,A,Brenda,Theta,Oliveira,Concluído
311,2017-01-27,16,2017-02-10,2017-02-22,9,1,D,Agatha,Kappa,Duarte S.A.,Concluído
312,2017-01-30,16,2017-01-30,2017-02-10,10,0,F,Valentina,Theta,Nogueira,Concluído
313,2017-01-30,11,2017-03-23,2017-03-31,7,2,E,Helena,Epsilon,Alves Peixoto e Filhos,Concluído
314,2017-01-30,6,2017-02-01,2017-02-03,3,1,C,Valentina,Epsilon,da Cruz,Concluído
315,2017-01-30,6,2017-04-20,2017-04-27,6,0,F,Agatha,Kappa,Almeida Carvalho S.A.,Concluído
316,2017-01-30,17,2017-03-21,2017-04-03,10,0,E,Valentina,Kappa,da Luz - EI,Concluído
317,2017-01-31,6,2017-04-19,2017-04-21,3,0,D,Carolina,Epsilon,da Cruz,Concluído
318,2017-01-31,19,2017-03-28,2017-04-14,14,0,E,Brenda,Chi,Cavalcanti,Concluído
319,2017-01-31,7,2017-03-10,2017-03-17,6,0,D,Agatha,Theta,Melo Silva e Filhos,Concluído
320,2017-02-01,11,2017-02-17,2017-02-24,6,3,A,Brenda,Epsilon,Nascimento,Concluído
321,2017-02-01,12,2017-03-08,2017-03-24,13,0,G,Helena,Theta,Martins - EI,Concluído
322,2017-02-01,9,2017-03-03,2017-03-09,5,0,G,Brenda,Kappa,Oliveira Gomes S/A,Concluído
323,2017-02-01,13,2017-02-10,2017-02-17,6,0,E,Valentina,Epsilon,Campos S.A.,Concluído
324,2017-02-01,11,2017-04-14,2017-04-28,11,0,E,Emanuelly,Kappa,Ferreira da Cunha S/A,Concluído
325,2017-02-01,11,2017-04-28,2017-05-12,11,0,D,Emanuelly,Kappa,Rezende Ltda.,Concluído
326,2017-02-01,13,2017-02-24,2017-03-03,6,0,B,Mirella,Kappa,Duarte Teixeira - ME,Concluído
327,2017-02-02,12,2017-03-10,2017-03-16,5,0,F,Brenda,Theta,Cunha,Concluído
328,2017-02-02,1,2017-04-12,2017-04-12,1,0,A,Lara,Epsilon,Peixoto,Concluído
329,2017-02-02,8,2017-02-16,2017-02-24,7,0,F,Ana Clara,Kappa,Monteiro Ltda.,Concluído
330,2017-02-02,18,2017-04-07,2017-05-02,18,0,G,Mirella,Epsilon,Azevedo S/A,Concluído
331,2017-02-02,6,2017-03-29,2017-04-03,4,1,A,Mirella,Epsilon,da Cunha,Concluído
332,2017-02-02,17,2017-03-09,2017-03-31,17,0,C,Lara,Epsilon,Ribeiro,Concluído
333,2017-02-03,18,2017-04-14,2017-05-09,18,0,A,Mirella,Chi,Alves Duarte Ltda.,Concluído
334,2017-02-03,12,2017-03-09,2017-03-21,9,2,G,Brenda,Epsilon,Nascimento Rodrigues - ME,Concluído
335,2017-02-03,14,2017-03-06,2017-03-23,14,1,A,Carolina,Theta,Pereira Oliveira S.A.,Concluído
336,2017-02-03,1,2017-04-14,2017-04-14,1,0,A,Helena,Epsilon,Correia,Concluído
337,2017-02-03,3,2017-03-03,2017-03-03,1,0,B,Helena,Theta,Santos S.A.,Concluído
338,2017-02-03,4,2017-02-16,2017-02-21,4,0,E,Agatha,Epsilon,da Cruz,Concluído
339,2017-02-03,3,2017-04-10,2017-04-12,3,0,D,Helena,Epsilon,Oliveira,Concluído
340,2017-02-03,9,2017-02-24,2017-03-02,5,1,D,Carolina,Zeta,Alves,Concluído
341,2017-02-03,13,2017-02-17,2017-02-27,7,0,G,Ana Clara,Epsilon,Barbosa - EI,Concluído
342,2017-02-03,19,2017-02-23,2017-03-17,17,1,E,Brenda,Kappa,Rocha Porto - ME,Concluído
343,2017-02-03,1,2017-03-17,2017-03-17,1,0,C,Lara,Epsilon,Cunha S/A,Concluído
344,2017-02-03,14,2017-02-06,2017-02-20,11,0,B,Agatha,Epsilon,Santos Nunes S/A,Concluído
345,2017-02-03,16,2017-04-21,2017-05-09,13,1,B,Lara,Kappa,Melo,Concluído
346,2017-02-03,5,2017-02-10,2017-02-14,3,0,F,Valentina,Epsilon,da Paz Moreira - EI,Concluído
347,2017-02-03,5,2017-02-28,2017-03-03,4,1,B,Agatha,Kappa,Vieira,Concluído
348,2017-02-03,19,2017-05-01,2017-05-26,20,0,D,Helena,Epsilon,Moreira - EI,Concluído
349,2017-02-06,9,2017-03-24,2017-04-06,10,0,G,Maria Eduarda,Kappa,Lima Nunes S.A.,Concluído
350,2017-02-06,19,2017-03-15,2017-04-03,14,0,D,Brenda,Theta,Nascimento Viana - ME,Concluído
351,2017-02-06,8,2017-03-31,2017-04-10,7,0,B,Agatha,Kappa,Gomes,Concluído
352,2017-02-07,1,2017-03-03,2017-03-03,1,3,D,Valentina,Theta,Monteiro,Concluído
353,2017-02-07,8,2017-03-02,2017-03-10,7,1,E,Lara,Kappa,Sales,Concluído
354,2017-02-07,16,2017-05-05,2017-05-23,13,1,C,Valentina,Kappa,Moura,Concluído
355,2017-02-07,11,2017-02-27,2017-03-03,5,0,A,Agatha,Kappa,Nogueira,Concluído
356,2017-02-08,19,2017-05-02,2017-05-12,9,0,C,Carolina,Epsilon,Alves,Concluído
357,2017-02-08,17,2017-04-07,2017-04-21,11,1,C,Lara,Epsilon,Correia,Concluído
358,2017-02-08,7,2017-04-05,2017-04-11,5,0,G,Agatha,Kappa,Azevedo,Concluído
359,2017-02-08,13,2017-04-13,2017-04-28,12,0,A,Helena,Chi,Mendes Pereira S.A.,Concluído
360,2017-02-09,10,2017-05-02,2017-05-12,9,0,D,Agatha,Epsilon,Araújo,Concluído
361,2017-02-10,6,2017-03-27,2017-04-03,6,0,F,Valentina,Kappa,Fogaça Cardoso e Filhos,Concluído
362,2017-02-10,9,2017-03-31,2017-04-10,7,0,E,Ana Clara,Epsilon,Martins,Concluído
363,2017-02-10,19,2017-03-17,2017-03-31,11,2,B,Emanuelly,Kappa,da Paz Moreira - EI,Concluído
364,2017-02-10,3,2017-04-04,2017-04-05,2,0,G,Agatha,Epsilon,Mendes,Concluído
365,2017-02-10,9,2017-02-24,2017-03-02,5,0,C,Agatha,Epsilon,Castro S/A,Concluído
366,2017-02-10,2,2017-04-21,2017-04-24,2,0,E,Brenda,Chi,Araújo,Concluído
367,2017-02-10,15,2017-03-14,2017-03-27,10,0,F,Carolina,Theta,Barros,Concluído
368,2017-02-10,10,2017-03-17,2017-03-29,9,1,E,Ana Clara,Kappa,Araújo,Concluído
369,2017-02-10,9,2017-04-07,2017-04-14,6,1,B,Brenda,Epsilon,Monteiro,Concluído
370,2017-02-10,17,2017-03-10,2017-03-31,16,3,C,Mirella,Kappa,Ribeiro,Concluído
371,2017-02-10,11,2017-03-22,2017-04-03,9,0,F,Valentina,Kappa,Castro - ME,Concluído
372,2017-02-13,3,2017-02-13,2017-02-14,2,2,C,Brenda,Theta,da Costa,Concluído
373,2017-02-13,5,2017-02-15,2017-02-21,5,0,G,Agatha,Theta,Ramos Jesus S.A.,Concluído
374,2017-02-13,3,2017-04-12,2017-04-14,3,0,B,Ana Clara,Kappa,Alves,Concluído
375,2017-02-13,1,2017-04-28,2017-04-28,1,1,G,Ana Clara,Theta,Pereira Aragão - ME,Concluído
376,2017-02-14,15,2017-02-16,2017-03-07,14,0,C,Carolina,Epsilon,Almeida,Concluído
377,2017-02-14,12,2017-03-08,2017-03-16,7,1,C,Helena,Epsilon,Rodrigues,Concluído
378,2017-02-14,8,2017-04-17,2017-04-21,5,0,A,Agatha,Epsilon,Ribeiro,Concluído
379,2017-02-14,19,2017-03-21,2017-04-11,16,0,E,Carolina,Kappa,Nogueira Lopes S/A,Concluído
380,2017-02-14,19,2017-04-28,2017-05-17,14,3,D,Carolina,Theta,Souza - ME,Concluído
381,2017-02-14,10,2017-04-14,2017-04-21,6,3,A,Lara,Epsilon,Santos S.A.,Concluído
382,2017-02-14,14,2017-04-17,2017-04-28,10,0,E,Carolina,Theta,Freitas,Concluído
383,2017-02-14,7,2017-04-21,2017-04-26,4,0,D,Emanuelly,Kappa,Caldeira,Concluído
384,2017-02-15,16,2017-04-21,2017-04-28,6,3,G,Brenda,Epsilon,Dias,Concluído
385,2017-02-15,1,2017-05-05,2017-05-05,1,3,C,Valentina,Zeta,Vieira,Concluído
386,2017-02-15,3,2017-05-10,2017-05-12,3,0,G,Maria Eduarda,Kappa,da Cruz,Concluído
387,2017-02-15,14,2017-04-27,2017-05-12,12,2,B,Brenda,Theta,da Cruz Farias - ME,Concluído
388,2017-02-15,3,2017-03-03,2017-03-08,4,1,D,Lara,Kappa,Almeida Carvalho S.A.,Concluído
389,2017-02-16,13,2017-03-13,2017-03-17,5,0,B,Mirella,Theta,Dias da Luz S.A.,Concluído
390,2017-02-16,4,2017-05-04,2017-05-05,2,0,D,Maria Eduarda,Theta,das Neves,Concluído
391,2017-02-16,15,2017-02-23,2017-03-14,14,3,A,Carolina,Theta,Araújo Ltda.,Concluído
392,2017-02-16,1,2017-04-05,2017-04-05,1,0,A,Agatha,Chi,Farias,Concluído
393,2017-02-16,13,2017-03-10,2017-03-17,6,1,C,Valentina,Epsilon,Moura,Concluído
394,2017-02-16,17,2017-03-03,2017-03-27,17,0,G,Ana Clara,Kappa,Freitas,Concluído
395,2017-02-16,5,2017-03-10,2017-03-13,2,0,G,Mirella,Kappa,Cunha,Concluído
396,2017-02-16,9,2017-03-31,2017-04-05,4,0,A,Helena,Epsilon,Moura,Concluído
397,2017-02-16,19,2017-04-19,2017-05-05,13,1,A,Valentina,Epsilon,Moraes S/A,Concluído
398,2017-02-17,10,2017-04-26,2017-05-03,6,0,A,Mirella,Theta,da Cunha,Concluído
399,2017-02-17,4,2017-04-05,2017-04-10,4,0,A,Lara,Zeta,Cunha S/A,Concluído
400,2017-02-17,3,2017-03-15,2017-03-17,3,0,F,Agatha,Theta,Oliveira Gomes S/A,Concluído
401,2017-02-17,7,2017-02-27,2017-03-07,7,0,G,Maria Eduarda,Epsilon,Moura,Concluído
402,2017-02-17,12,2017-04-12,2017-04-19,6,0,E,Brenda,Theta,da Cunha,Concluído
403,2017-02-17,5,2017-04-14,2017-04-19,4,1,C,Emanuelly,Kappa,Campos Rezende - ME,Concluído
404,2017-02-17,20,2017-04-28,2017-05-24,19,0,C,Mirella,Epsilon,Pinto,Concluído
405,2017-02-17,5,2017-03-31,2017-04-05,4,0,B,Ana Clara,Kappa,Araújo,Concluído
406,2017-02-17,12,2017-04-13,2017-04-26,10,0,B,Helena,Chi,Aragão,Concluído
407,2017-02-17,3,2017-04-21,2017-04-25,3,0,D,Agatha,Kappa,Farias,Concluído
408,2017-02-17,16,2017-05-19,2017-05-30,8,0,C,Maria Eduarda,Kappa,Cavalcanti e Filhos,Concluído
409,2017-02-17,19,2017-03-21,2017-04-14,19,2,B,Carolina,Kappa,Nunes,Concluído
410,2017-02-17,11,2017-04-20,2017-04-28,7,2,F,Maria Eduarda,Chi,Vieira,Concluído
411,2017-02-17,12,2017-02-24,2017-03-06,7,1,C,Agatha,Theta,Gomes,Concluído
412,2017-02-17,18,2017-05-19,2017-06-02,11,0,G,Helena,Epsilon,Caldeira,Concluído
413,2017-02-17,11,2017-03-07,2017-03-16,8,0,E,Mirella,Epsilon,Ferreira,Concluído
414,2017-02-17,11,2017-03-27,2017-03-31,5,1,C,Helena,Epsilon,Nogueira,Concluído
415,2017-02-20,7,2017-03-21,2017-03-24,4,2,A,Valentina,Kappa,da Cruz,Concluído
416,2017-02-20,1,2017-03-17,2017-03-17,1,2,C,Emanuelly,Theta,da Paz Moreira - EI,Concluído
417,2017-02-20,11,2017-04-17,2017-05-01,11,3,A,Helena,Zeta,da Cruz,Concluído
418,2017-02-20,11,2017-04-04,2017-04-17,10,1,C,Agatha,Kappa,Silva e Filhos,Concluído
419,2017-02-20,10,2017-04-14,2017-04-21,6,1,E,Carolina,Epsilon,Melo Silva e Filhos,Concluído
420,2017-02-21,3,2017-04-19,2017-04-21,3,1,A,Maria Eduarda,Epsilon,Silveira,Concluído
421,2017-02-21,9,2017-05-12,2017-05-19,6,1,B,Ana Clara,Theta,Dias,Concluído
422,2017-02-21,5,2017-05-05,2017-05-12,6,1,E,Ana Clara,Theta,Peixoto,Concluído
423,2017-02-21,7,2017-05-12,2017-05-19,6,0,G,Valentina,Theta,Fogaça Pinto e Filhos,Concluído
424,2017-02-21,14,2017-04-17,2017-05-01,11,0,G,Maria Eduarda,Zeta,Correia,Concluído
425,2017-02-21,15,2017-05-19,2017-06-08,15,0,A,Agatha,Kappa,Oliveira,Concluído
426,2017-02-22,18,2017-03-13,2017-03-31,15,3,E,Helena,Kappa,Lima Nunes S.A.,Concluído
427,2017-02-22,4,2017-03-14,2017-03-17,4,1,C,Emanuelly,Epsilon,Silveira S.A.,Concluído
428,2017-02-22,8,2017-04-20,2017-04-25,4,0,D,Ana Clara,Theta,da Cruz Cunha - EI,Concluído
429,2017-02-22,3,2017-02-24,2017-02-28,3,1,C,Brenda,Epsilon,Lopes Moura S/A,Concluído
430,2017-02-22,9,2017-02-24,2017-03-03,6,0,D,Brenda,Epsilon,da Rosa,Concluído
431,2017-02-22,10,2017-05-12,2017-05-19,6,2,E,Carolina,Epsilon,Ferreira,Concluído
432,2017-02-22,6,2017-04-07,2017-04-12,4,0,G,Emanuelly,Kappa,Nogueira,Concluído
433,2017-02-22,11,2017-03-15,2017-03-21,5,0,B,Valentina,Epsilon,Martins,Concluído
434,2017-02-22,15,2017-05-03,2017-05-22,14,0,D,Lara,Kappa,da Costa,Concluído
435,2017-02-23,3,2017-05-01,2017-05-02,2,0,F,Agatha,Theta,da Luz - EI,Concluído
436,2017-02-23,17,2017-02-24,2017-03-10,11,0,F,Mirella,Kappa,Pinto,Concluído
437,2017-02-23,12,2017-05-01,2017-05-17,13,0,C,Maria Eduarda,Theta,Almeida da Mota - EI,Concluído
438,2017-02-23,6,2017-03-10,2017-03-17,6,0,G,Lara,Epsilon,Almeida Carvalho S.A.,Concluído
439,2017-02-24,12,2017-05-05,2017-05-16,8,0,G,Lara,Zeta,Ferreira,Concluído
440,2017-02-24,14,2017-04-17,2017-05-05,15,0,C,Lara,Theta,Barros,Concluído
441,2017-02-24,3,2017-05-17,2017-05-19,3,1,E,Lara,Kappa,Almeida,Concluído
442,2017-02-24,16,2017-05-19,2017-06-06,13,0,G,Ana Clara,Theta,Pereira,Concluído
443,2017-02-24,20,2017-03-09,2017-04-06,21,0,C,Ana Clara,Epsilon,Melo,Concluído
444,2017-02-24,3,2017-03-24,2017-03-24,1,3,A,Brenda,Kappa,Cavalcanti,Concluído
445,2017-02-24,10,2017-04-19,2017-04-28,8,0,G,Carolina,Epsilon,Lima - ME,Concluído
446,2017-02-24,15,2017-03-31,2017-04-20,15,2,F,Maria Eduarda,Zeta,Nogueira Lopes S/A,Concluído
447,2017-02-24,14,2017-04-25,2017-05-11,13,0,E,Lara,Epsilon,Ferreira,Concluído
448,2017-02-24,15,2017-05-15,2017-06-02,15,0,A,Ana Clara,Epsilon,Pereira,Concluído
449,2017-02-24,1,2017-04-24,2017-04-24,1,2,D,Agatha,Kappa,Melo,Concluído
450,2017-02-24,17,2017-05-02,2017-05-19,14,0,E,Lara,Kappa,Melo,Concluído
451,2017-02-24,1,2017-05-24,2017-05-24,1,3,G,Emanuelly,Epsilon,Santos Gomes - ME,Concluído
452,2017-02-24,6,2017-04-04,2017-04-12,7,0,G,Emanuelly,Theta,da Conceição,Concluído
453,2017-02-24,9,2017-04-19,2017-04-26,6,1,A,Ana Clara,Kappa,Alves,Concluído
454,2017-02-27,8,2017-03-30,2017-04-07,7,0,B,Carolina,Kappa,Oliveira,Concluído
455,2017-02-27,19,2017-04-26,2017-05-09,10,0,E,Lara,Kappa,Silveira,Concluído
456,2017-02-28,16,2017-05-19,2017-05-31,9,3,A,Agatha,Kappa,Oliveira Gomes S/A,Concluído
457,2017-03-01,17,2017-03-31,2017-04-10,7,0,D,Valentina,Kappa,Santos S.A.,Concluído
458,2017-03-01,13,2017-04-20,2017-04-28,7,0,B,Brenda,Kappa,Oliveira,Concluído
459,2017-03-01,6,2017-05-26,2017-06-02,6,0,D,Agatha,Kappa,da Cunha Fogaça - EI,Concluído
460,2017-03-01,16,2017-04-14,2017-04-28,11,3,B,Ana Clara,Kappa,Duarte,Concluído
461,2017-03-01,8,2017-05-11,2017-05-19,7,2,A,Valentina,Epsilon,Nunes,Concluído
462,2017-03-01,17,2017-05-05,2017-05-17,9,0,D,Maria Eduarda,Kappa,Melo Silva e Filhos,Concluído
463,2017-03-02,17,2017-04-03,2017-04-14,10,0,D,Mirella,Epsilon,Freitas,Concluído
464,2017-03-02,6,2017-04-14,2017-04-21,6,0,B,Valentina,Epsilon,Barbosa - EI,Concluído
465,2017-03-02,5,2017-05-02,2017-05-08,5,1,E,Helena,Epsilon,Nunes,Concluído
466,2017-03-02,2,2017-03-08,2017-03-09,2,0,F,Agatha,Theta,Castro e Filhos,Concluído
467,2017-03-02,4,2017-03-13,2017-03-17,5,0,E,Carolina,Epsilon,Monteiro Ltda.,Concluído
468,2017-03-03,16,2017-03-24,2017-04-06,10,1,E,Helena,Zeta,Costa,Concluído
469,2017-03-03,14,2017-05-12,2017-05-31,14,2,D,Helena,Kappa,da Cunha Ltda.,Concluído
470,2017-03-03,19,2017-05-29,2017-06-19,16,0,G,Ana Clara,Epsilon,Cardoso,Concluído
471,2017-03-03,19,2017-04-25,2017-05-16,16,0,C,Ana Clara,Theta,Pereira,Concluído
472,2017-03-03,6,2017-04-07,2017-04-14,6,2,B,Lara,Kappa,Aragão,Concluído
473,2017-03-03,17,2017-05-30,2017-06-09,9,0,G,Emanuelly,Epsilon,Campos - ME,Concluído
474,2017-03-03,4,2017-05-23,2017-05-25,3,0,F,Agatha,Kappa,Martins e Filhos,Concluído
475,2017-03-03,1,2017-05-26,2017-05-26,1,0,E,Agatha,Epsilon,Santos Rodrigues S.A.,Concluído
476,2017-03-03,18,2017-05-05,2017-05-24,14,0,B,Brenda,Epsilon,Nogueira,Concluído
477,2017-03-03,15,2017-05-12,2017-05-19,6,2,G,Emanuelly,Epsilon,Silveira Nunes - EI,Concluído
478,2017-03-06,5,2017-04-25,2017-04-28,4,0,G,Helena,Kappa,Pereira Aragão - ME,Concluído
479,2017-03-06,13,2017-05-12,2017-05-23,8,2,E,Mirella,Kappa,Azevedo,Concluído
480,2017-03-07,10,2017-03-17,2017-03-27,7,0,D,Agatha,Chi,Moraes S/A,Concluído
481,2017-03-07,14,2017-03-15,2017-03-31,13,0,C,Mirella,Epsilon,Cunha S/A,Concluído
482,2017-03-07,4,2017-04-03,2017-04-07,5,0,E,Ana Clara,Kappa,da Cunha Fogaça - EI,Concluído
483,2017-03-07,17,2017-03-16,2017-04-05,15,1,G,Carolina,Epsilon,Teixeira S/A,Concluído
484,2017-03-07,13,2017-03-23,2017-04-05,10,2,G,Agatha,Kappa,Novaes,Concluído
485,2017-03-08,3,2017-03-22,2017-03-24,3,1,G,Emanuelly,Chi,Duarte Ltda.,Concluído
486,2017-03-08,5,2017-03-24,2017-03-31,6,0,D,Agatha,Theta,Barbosa - EI,Concluído
487,2017-03-08,10,2017-03-24,2017-04-07,11,0,D,Maria Eduarda,Kappa,Cavalcanti,Concluído
488,2017-03-08,13,2017-04-13,2017-04-21,7,0,F,Helena,Kappa,das Neves - EI,Concluído
489,2017-03-08,5,2017-04-21,2017-04-27,5,2,B,Mirella,Theta,Jesus,Concluído
490,2017-03-08,16,2017-06-02,2017-06-16,11,0,G,Ana Clara,Kappa,das Neves,Concluído
491,2017-03-08,12,2017-03-27,2017-04-11,12,0,E,Mirella,Zeta,Rocha Jesus S/A,Concluído
492,2017-03-08,9,2017-04-21,2017-04-28,6,0,F,Brenda,Epsilon,Alves,Concluído
493,2017-03-09,7,2017-05-11,2017-05-18,6,1,B,Mirella,Kappa,Nascimento Rodrigues - ME,Concluído
494,2017-03-09,10,2017-05-12,2017-05-26,11,0,E,Emanuelly,Theta,Santos,Concluído
495,2017-03-09,14,2017-03-10,2017-03-17,6,0,G,Helena,Theta,Duarte S.A.,Concluído
496,2017-03-09,15,2017-05-31,2017-06-09,8,0,A,Emanuelly,Kappa,Gomes,Concluído
497,2017-03-09,15,2017-04-14,2017-04-28,11,0,E,Agatha,Epsilon,Ramos,Concluído
498,2017-03-10,17,2017-03-15,2017-03-31,13,0,A,Agatha,Kappa,Moraes - EI,Concluído
499,2017-03-10,14,2017-04-20,2017-05-05,12,0,G,Maria Eduarda,Kappa,Nunes,Concluído
500,2017-03-10,17,2017-05-12,2017-05-26,11,0,G,Ana Clara,Zeta,Nascimento Viana - ME,Concluído
501,2017-03-10,14,2017-03-17,2017-03-24,6,0,C,Valentina,Kappa,Oliveira,Concluído
502,2017-03-10,13,2017-06-02,2017-06-16,11,0,C,Agatha,Epsilon,Melo,Concluído
503,2017-03-10,14,2017-03-24,2017-04-12,14,0,E,Ana Clara,Chi,Santos Rodrigues S.A.,Concluído
504,2017-03-10,16,2017-03-17,2017-03-30,10,0,D,Mirella,Kappa,Viana da Rocha S/A,Concluído
505,2017-03-10,5,2017-03-10,2017-03-17,6,0,F,Helena,Kappa,Aragão,Concluído
506,2017-03-10,13,2017-05-18,2017-05-30,9,0,G,Ana Clara,Kappa,Rodrigues,Concluído
507,2017-03-10,14,2017-03-31,2017-04-12,9,0,B,Mirella,Epsilon,Dias,Concluído
508,2017-03-10,17,2017-04-18,2017-05-05,14,0,A,Mirella,Epsilon,Ramos Jesus S.A.,Concluído
509,2017-03-10,8,2017-05-16,2017-05-24,7,0,A,Brenda,Kappa,Rezende,Concluído
